1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9866666667,0.9422222222,0.8977777778,0.8622222222,0.8266666667,0.8222222222,0.8355555556,0.8622222222,0.88,0.88,0.8622222222,0.8533333333,0.84,0.8444444444,0.8488888889,0.8222222222,0.8044444444,0.8,0.7777777778,0.7422222222,0.6977777778,0.6444444444,0.5822222222,0.52,0.5022222222,0.5377777778,0.5688888889,0.5688888889,0.5377777778,0.5422222222,0.5511111111,0.5555555556,0.5333333333,0.5288888889,0.5333333333,0.5555555556,0.5466666667,0.5733333333,0.5911111111,0.5866666667,0.5377777778,0.5377777778,0.5377777778,0.5466666667,0.5377777778,0.5511111111,0.5733333333,0.5955555556,0.6088888889,0.64,0.6844444444,0.7333333333,0.7777777778,0.8177777778,0.84,0.88,0.9155555556,0.9511111111,0.9822222222,0.9911111111,0.9733333333,0.9555555556,0.9288888889,0.9333333333,0.9244444444,0.9155555556,0.9022222222,0.8888888889,0.8266666667,0.8177777778,0.8622222222,0.9644444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9822222222,0.9333333333,0.8711111111,0.8666666667,0.8622222222,0.8844444444,0.8711111111,0.8488888889,0.8488888889,0.8533333333,0.8488888889,0.8577777778,0.8666666667,0.8711111111,0.8488888889,0.8355555556,0.8355555556,0.8044444444,0.7688888889,0.6844444444,0.6266666667,0.5688888889,0.56,0.5866666667,0.6,0.5866666667,0.5644444444,0.5555555556,0.5555555556,0.5555555556,0.5333333333,0.52,0.5288888889,0.5555555556,0.5377777778,0.5555555556,0.5733333333,0.5777777778,0.5511111111,0.5377777778,0.5466666667,0.5511111111,0.5733333333,0.5955555556,0.6222222222,0.6533333333,0.68,0.6977777778,0.76,0.7955555556,0.8488888889,0.88,0.9022222222,0.9288888889,0.9333333333,0.96,0.9733333333,0.9777777778,0.96,0.9466666667,0.92,0.9022222222,0.8888888889,0.88,0.8844444444,0.8533333333,0.8311111111,0.9111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9777777778,0.9511111111,0.9111111111,0.9022222222,0.8755555556,0.8488888889,0.84,0.8488888889,0.8577777778,0.8755555556,0.88,0.8666666667,0.8577777778,0.8533333333,0.8488888889,0.8311111111,0.7822222222,0.7333333333,0.68,0.6533333333,0.6444444444,0.64,0.6355555556,0.6177777778,0.6,0.5911111111,0.5777777778,0.5511111111,0.5333333333,0.5377777778,0.5377777778,0.5511111111,0.5422222222,0.5511111111,0.5866666667,0.5866666667,0.5911111111,0.5866666667,0.5866666667,0.6222222222,0.6133333333,0.6355555556,0.68,0.7422222222,0.7644444444,0.7911111111,0.8133333333,0.8533333333,0.8933333333,0.9066666667,0.9333333333,0.9333333333,0.9377777778,0.9511111111,0.9422222222,0.9511111111,0.9288888889,0.9244444444,0.9111111111,0.8844444444,0.8622222222,0.8355555556,0.84,0.88,0.9777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9866666667,0.9511111111,0.8977777778,0.8622222222,0.8444444444,0.8666666667,0.8888888889,0.8888888889,0.8888888889,0.8844444444,0.8533333333,0.8577777778,0.8577777778,0.84,0.8044444444,0.7866666667,0.7644444444,0.7466666667,0.7244444444,0.7066666667,0.6888888889,0.6533333333,0.6488888889,0.6355555556,0.6088888889,0.5955555556,0.5733333333,0.6,0.6,0.5955555556,0.5955555556,0.6088888889,0.6355555556,0.6577777778,0.6622222222,0.6711111111,0.6844444444,0.7022222222,0.7111111111,0.7422222222,0.7777777778,0.8266666667,0.8533333333,0.8755555556,0.8888888889,0.9111111111,0.9333333333,0.9377777778,0.9333333333,0.9377777778,0.9288888889,0.9288888889,0.9288888889,0.9333333333,0.9244444444,0.9111111111,0.8933333333,0.8666666667,0.8533333333,0.8533333333,0.9066666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9911111111,0.9377777778,0.8844444444,0.88,0.8933333333,0.9022222222,0.8933333333,0.8888888889,0.8622222222,0.8577777778,0.8622222222,0.8488888889,0.8311111111,0.8133333333,0.8133333333,0.8,0.7822222222,0.7777777778,0.7555555556,0.7422222222,0.7244444444,0.6933333333,0.6577777778,0.6355555556,0.64,0.6622222222,0.6844444444,0.6844444444,0.6844444444,0.6844444444,0.7066666667,0.7466666667,0.7644444444,0.7955555556,0.8044444444,0.8133333333,0.8355555556,0.8311111111,0.8666666667,0.8977777778,0.92,0.9333333333,0.9377777778,0.9555555556,0.9422222222,0.9333333333,0.9288888889,0.92,0.9111111111,0.9288888889,0.9422222222,0.9288888889,0.9155555556,0.9111111111,0.8933333333,0.88,0.8844444444,0.9688888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9955555556,0.9377777778,0.9244444444,0.9066666667,0.8933333333,0.88,0.8666666667,0.8666666667,0.8666666667,0.8666666667,0.8444444444,0.8577777778,0.8577777778,0.8444444444,0.8133333333,0.8222222222,0.8222222222,0.8044444444,0.7911111111,0.7688888889,0.7244444444,0.7022222222,0.7022222222,0.7377777778,0.7644444444,0.7866666667,0.7822222222,0.7866666667,0.8088888889,0.8311111111,0.84,0.8755555556,0.9066666667,0.9244444444,0.9244444444,0.9288888889,0.9288888889,0.9511111111,0.9555555556,0.9511111111,0.96,0.9511111111,0.9377777778,0.9288888889,0.9111111111,0.9022222222,0.9155555556,0.9288888889,0.9377777778,0.9288888889,0.9111111111,0.8888888889,0.88,0.92,0.9866666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9822222222,0.9155555556,0.8888888889,0.8711111111,0.8666666667,0.8755555556,0.8844444444,0.8977777778,0.8888888889,0.88,0.88,0.84,0.8266666667,0.84,0.84,0.8177777778,0.8,0.7911111111,0.7733333333,0.7555555556,0.7511111111,0.7555555556,0.7911111111,0.8266666667,0.84,0.8577777778,0.88,0.8844444444,0.9111111111,0.9377777778,0.9644444444,0.9822222222,0.9688888889,0.9688888889,0.96,0.96,0.9555555556,0.9377777778,0.9377777778,0.9288888889,0.92,0.9111111111,0.8977777778,0.9022222222,0.8977777778,0.8977777778,0.8933333333,0.9022222222,0.9066666667,0.9244444444,0.9777777778,1,1,0.9955555556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9466666667,0.8666666667,0.8622222222,0.8844444444,0.8888888889,0.9111111111,0.9022222222,0.88,0.8711111111,0.8577777778,0.8488888889,0.8488888889,0.8488888889,0.8488888889,0.8222222222,0.7955555556,0.7866666667,0.7777777778,0.7955555556,0.8222222222,0.8488888889,0.8666666667,0.8711111111,0.8844444444,0.8844444444,0.8888888889,0.9066666667,0.9333333333,0.9511111111,0.9733333333,0.9911111111,0.9822222222,0.9555555556,0.9466666667,0.9244444444,0.9155555556,0.9111111111,0.9111111111,0.9066666667,0.9022222222,0.9022222222,0.8977777778,0.9111111111,0.92,0.9466666667,0.9777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9866666667,0.9244444444,0.8888888889,0.9066666667,0.9155555556,0.9155555556,0.8844444444,0.84,0.8266666667,0.8311111111,0.84,0.8577777778,0.8577777778,0.8355555556,0.8088888889,0.8,0.8044444444,0.8044444444,0.8311111111,0.8355555556,0.8444444444,0.8577777778,0.8622222222,0.8666666667,0.88,0.8755555556,0.8888888889,0.9066666667,0.9111111111,0.9066666667,0.9377777778,0.9422222222,0.9244444444,0.92,0.9111111111,0.9244444444,0.9511111111,0.9422222222,0.96,0.9688888889,0.9777777778,0.9911111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9911111111,0.9511111111,0.9155555556,0.92,0.9066666667,0.8622222222,0.8355555556,0.8222222222,0.8222222222,0.8444444444,0.8444444444,0.84,0.84,0.8266666667,0.8266666667,0.8311111111,0.8311111111,0.84,0.84,0.84,0.8266666667,0.8355555556,0.8488888889,0.8533333333,0.8577777778,0.8533333333,0.8444444444,0.8088888889,0.8533333333,0.8888888889,0.9111111111,0.9155555556,0.9466666667,0.9822222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9911111111,0.9644444444,0.9288888889,0.88,0.8488888889,0.84,0.8444444444,0.8488888889,0.8666666667,0.8577777778,0.8488888889,0.84,0.8533333333,0.8622222222,0.8622222222,0.8577777778,0.8577777778,0.8488888889,0.8444444444,0.8177777778,0.84,0.8533333333,0.8577777778,0.8444444444,0.8311111111,0.8311111111,0.8666666667,0.9288888889,0.9688888889,0.9911111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9911111111,0.9733333333,0.9555555556,0.9377777778,0.9288888889,0.9111111111,0.8933333333,0.8888888889,0.8933333333,0.92,0.92,0.9244444444,0.9066666667,0.8844444444,0.8844444444,0.8888888889,0.9244444444,0.9333333333,0.9333333333,0.9333333333,0.92,0.9644444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
